name,country,icao,latitude,longitude,elevation,longest_runway,magnetic_variation,airport_type,beacon,fuel_types,landing_fee,oxygen,repairs
WATERTOWN INTL,United States,KART,43.99183333,-76.01941667,331,7001,-12,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
LAKELAND/LEE MEML,United States,KARV,45.92791667,-89.73094444,1630,5150,-2,Public/civil,TRUE,"80-87 octane, 115-145 octane, JET 5",FALSE,Low Pressure Bottle,"Minor Airframe, Major Engine"
BEAUFORT CO,United States,KARW,32.41216667,-80.63435556,9,3434,-7,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
SLIDELL,United States,KASD,30.34633333,-89.82080556,28,5002,2,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Low Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
ASPEN-PITKIN CO/SARDY,United States,KASE,39.22188889,-106.8682222,7838,8006,9,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,"Low Pressure, Low Pressure Bottle","Minor Airframe, Major Engine"
SPRINGDALE MUN,United States,KASG,36.17638889,-94.11925,1353,5302,4,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
BOIRE FIELD,United States,KASH,42.78241389,-71.51409444,200,6000,-16,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
TRI-COUNTY,United States,KASJ,36.29752778,-77.17086111,67,4501,-10,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
HARRISON CO,United States,KASL,32.5205,-94.30777778,357,5002,3,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
TALLADEGA MUN,United States,KASN,33.56950556,-86.05120278,529,6032,-3,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
ASTORIA REGL,United States,KAST,46.15797222,-123.8786111,14,5794,15,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
WARSAW MUN,United States,KASW,41.27469444,-85.84008333,850,6001,-3,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
KENNEDY MEML,United States,KASX,46.54852778,-90.91897222,827,5197,-2,Public/civil,TRUE,"80-87 octane, JET, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
HALL-MILLER MUN,United States,KATA,33.10252778,-94.19502778,280,3800,4,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
HARTSFIELD - JACKSON ATLANTA INTL,United States,KATL,33.6367,-84.42786389,1026,12390,-5,Public/civil,TRUE,"80-87 octane, 100 low lead (LL) octane, JET, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
ARTESIA MUN,United States,KATS,32.85194444,-104.4675833,3545,6800,9,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,Major Engine
APPLETON INTL,United States,KATW,44.25808333,-88.51908333,918,8002,-2,Public/civil,TRUE,"80-87 octane, JET, JET A, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
WATERTOWN REGIONAL,United States,KATY,44.91397222,-97.15472222,1749,6898,6,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
AUGUSTA STATE,United States,KAUG,44.32065,-69.79731944,352,5001,-18,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
AURORA MUN-POTTER,United States,KAUH,40.89413889,-97.99455556,1803,4301,6,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Engine"
AUSTIN MUN,United States,KAUM,43.66263889,-92.93291667,1234,5800,1,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
AUBURN MUN,United States,KAUN,38.95483333,-121.0817222,1538,3700,16,Public/civil,TRUE,"73 octane, 80-87 octane, JET, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
AUBURN UNIVERSITY REGL,United States,KAUO,32.61511944,-85.43401389,777,5264,-4,Public/civil,TRUE,"80-87 octane, JET, JET A-1, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Airframe, Major Engine"
-BERGSTROM INTL,United States,KAUS,30.19452778,-97.669875,542,12250,4,Public/civil,TRUE,"80-87 octane, JET, JET B, JET 5",TRUE,"Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Airframe, Major Engine"
WAUSAU DOWNTOWN,United States,KAUW,44.92628333,-89.62700278,1201,5200,-3,Public/civil,TRUE,"80-87 octane, 115-145 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
MECKLENBURG-BRUNSWICK REGL,United States,KAVC,36.68827778,-78.05447222,441,5002,-9,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
ALVA REGL,United States,KAVK,36.77336667,-98.67018611,1477,5001,4,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
ASHEVILLE REGL,United States,KAVL,35.43444444,-82.54272778,2162,7001,-7,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Low Pressure, Low Pressure Bottle","Minor Airframe, Major Engine"
AVON PARK EXECUTIVE,United States,KAVO,27.5913,-81.52896667,160,5374,-5,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
WILKES-BARRE-SCRANTON INTL,United States,KAVP,41.33847222,-75.72338889,962,7502,-11,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"High Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Airframe, Minor Engine, Major Engine"
MARANA REGL,United States,KAVQ,32.40955556,-111.2183889,2031,6901,12,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Low Pressure, Low Pressure Bottle","Minor Airframe, Minor Engine, Major Engine"
CATALINA,United States,KAVX,33.40499722,-118.4157694,1602,3000,15,Public/civil,FALSE,JET 5,TRUE,Low Pressure Bottle,Major Engine
WASHINGTON MUN,United States,KAWG,41.27569444,-91.67608333,754,4000,-1,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
WEST MEMPHIS MUN,United States,KAWM,35.13505556,-90.23444444,213,6003,1,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
ARLINGTON MUN,United States,KAWO,48.16075,-122.1590278,142,5332,17,Public/civil,TRUE,"80-87 octane, 115-145 octane, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
ALGONA MUN,United States,KAXA,43.07791667,-94.27194444,1216,3960,3,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
HOUSTON-SOUTHWEST,United States,KAXH,29.50613889,-95.47691667,69,5002,5,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
CHANDLER,United States,KAXN,45.86630556,-95.39466667,1425,5099,4,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
CLARION CO,United States,KAXQ,41.22494444,-79.44216667,1458,5003,-10,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,Major Engine
ALTUS/QUARTZ MOUNTAIN REGL,United States,KAXS,34.69880556,-99.33847222,1433,5501,5,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
ARMSTRONG,United States,KAXV,40.49338889,-84.29894444,913,5500,-4,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,"Low Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
ANGEL FIRE,United States,KAXX,36.422,-105.2899056,8380,8900,10,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,Major Engine
WAYCROSS-WARE CO,United States,KAYS,31.24838889,-82.39538889,141,5992,-5,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,Major Engine
COLORADO CITY MUN,United States,KAZC,36.95994444,-113.0138889,4874,6300,13,Public/civil,TRUE,"80-87 octane, JET, JET A-1, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, Low Pressure Bottle","Minor Airframe, Major Engine"
HAZLEHURST,United States,KAZE,31.88518889,-82.64789167,255,5012,-6,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",FALSE,Low Pressure Bottle,"Minor Airframe, Major Engine"
KALAMAZOO/BATTLE CREEK INTL,United States,KAZO,42.23438889,-85.55155556,874,6502,-3,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,"Unspecified, Low Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BEALE AFB,United States,KBAB,39.1361,-121.4365861,113,12001,16,Military/non-civil,TRUE,"JET B, JET 5",TRUE,"High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BARNES CO MUN,United States,KBAC,46.94118611,-98.01801944,1402,4202,7,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
BARKSDALE AFB,United States,KBAD,32.50193333,-93.66262778,165,11758,2,Military/non-civil,TRUE,"JET B, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
WESTFIELD-BARNES REGL,United States,KBAF,42.15794444,-72.71586111,270,9000,-14,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
COLUMBUS MUN,United States,KBAK,39.26191667,-85.89633333,656,6401,-3,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BATTLE MOUNTAIN,United States,KBAM,40.59904722,-116.8743361,4536,7300,13,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
HURON CO MEML,United States,KBAX,43.78022222,-82.98541667,763,5009,-5,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
NEW BRAUNFELS REGL,United States,KBAZ,29.70575,-98.04322222,658,6503,8,Public/civil,TRUE,"80-87 octane, JET, JET A-1, JET 5",TRUE,Low Pressure Bottle,Major Engine
BENSON MUN,United States,KBBB,45.33191667,-95.65058333,1039,4000,5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
CURTIS FIELD,United States,KBBD,31.17927778,-99.32391667,1827,4605,7,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
BRANSON,United States,KBBG,36.53208333,-93.20054444,1302,7140,2,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,Major Engine
MARLBORO CO-AVENT,United States,KBBP,34.62170833,-79.73435833,147,5003,-8,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
BROKEN BOW MUN/ KEITH GLAZE,United States,KBBW,41.43644444,-99.64216667,2546,4203,8,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
VIRGINIA TECH/MONTGOMERY EXECUTIVE,United States,KBCB,37.20763889,-80.40783333,2132,4539,-6,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
BRYCE CANYON,United States,KBCE,37.70644722,-112.1458,7590,7394,14,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
BLACK RIVER FALLS AREA,United States,KBCK,44.25073889,-90.85528056,836,4601,0,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
BOCA RATON,United States,KBCT,26.3785,-80.10769444,13,6276,-5,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BAUDETTE INTL,United States,KBDE,48.73025,-94.61105556,1085,5498,2,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
BLANDING MUN,United States,KBDG,37.58333333,-109.4832778,5868,5781,12,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
WILLMAR MUN-JOHN L RICE FIELD,United States,KBDH,45.11702778,-95.12933333,1126,5500,4,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BRADLEY INTL,United States,KBDL,41.93913889,-72.68336111,173,9510,-14,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BEND MUN,United States,KBDN,44.09455556,-121.2002222,3460,5200,19,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Airframe, Major Engine"
MORRILTON MUN,United States,KBDQ,35.13619444,-92.71349722,321,4000,4,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
SIKORSKY MEML,United States,KBDR,41.16347222,-73.12616667,9,4761,-13,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BEEVILLE MUN,United States,KBEA,28.36422222,-97.79194444,273,4553,4,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
BEECH FACTORY,United States,KBEC,37.69391667,-97.21491667,1409,8001,4,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
HANSCOM,United States,KBED,42.46994444,-71.289,132,7011,-16,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
SOUTHWEST MICHIGAN REGL,United States,KBEH,42.12838056,-86.42488056,649,6005,-4,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
BOYNE MTN,United States,KBFA,45.16584167,-84.92411389,719,5187,-6,Public/civil,FALSE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
BRADFORD REGL,United States,KBFD,41.80295556,-78.63996667,2143,6307,-11,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
TERRY CO,United States,KBFE,33.17313889,-102.1929167,3265,5218,9,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
WESTERN NEBRASKA REGL/HEILIG,United States,KBFF,41.87402778,-103.5956389,3967,8279,10,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BOEING/KING CO INTL,United States,KBFI,47.52997222,-122.3019444,22,10007,15,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BUFFALO MUN,United States,KBFK,36.86330278,-99.61873056,1822,4000,9,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
MEADOWS,United States,KBFL,35.43386111,-119.0576667,510,10849,14,Public/civil,TRUE,"80-87 octane, 100 low lead (LL) octane, JET, JET B, JET 5",TRUE,"High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
MOBILE DOWNTOWN,United States,KBFM,30.62677778,-88.06808333,26,9618,-1,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
GRISSOM MUN,United States,KBFR,38.84002778,-86.44536111,727,4501,-4,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
HUTCHINSON CO,United States,KBGD,35.70088889,-101.3936667,3055,6299,7,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
DECATUR CO INDUSTRIAL,United States,KBGE,30.97159722,-84.63692778,141,5502,-4,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
WINCHESTER MUN,United States,KBGF,35.17752778,-86.06616667,979,5002,-3,Public/civil,TRUE,"80-87 octane, JET, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
GREATER BINGHAMTON REGL/LINK,United States,KBGM,42.20844167,-75.97960833,1636,7304,-12,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Airframe, Major Engine"
BANGOR INTL,United States,KBGR,44.80744444,-68.82813889,192,11440,-16,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,"High Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
HANCOCK CO-BAR HARBOR,United States,KBHB,44.44970556,-68.36148889,83,5200,-19,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
BAXLEY MUN,United States,KBHC,31.71383333,-82.39377778,201,5003,-6,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
BAKER MUN,United States,KBHK,46.34661111,-104.2581111,2981,5904,9,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
BIRMINGHAM-SHUTTLESWORTH INTL,United States,KBHM,33.56388889,-86.75230556,650,12007,-3,Public/civil,TRUE,"80-87 octane, Mogas, JET, JET 5",FALSE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BLOCK ISLAND STATE,United States,KBID,41.16811111,-71.57783333,108,2502,-15,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
BEATRICE MUN,United States,KBIE,40.30127778,-96.75411111,1324,5602,4,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
BIGGS AAF,United States,KBIF,31.8495,-106.38,3948,13554,12,Military/non-civil,TRUE,"JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
BISHOP,United States,KBIH,37.37311111,-118.3636111,4124,7498,15,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
EARLY CO,United States,KBIJ,31.39750833,-84.89479722,215,5494,-3,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
BILLINGS LOGAN INTL,United States,KBIL,45.80785,-108.5435444,3662,10518,10,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BISMARCK MUN,United States,KBIS,46.77272222,-100.74575,1661,8794,7,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
WEST MICHIGAN REGL,United States,KBIV,42.74277778,-86.10783333,698,6002,-4,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
KEESLER AFB,United States,KBIX,30.410425,-88.92443333,33,7631,1,Military/non-civil,TRUE,"Mogas, JET B, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
ROCKY MOUNTAIN METRO,United States,KBJC,39.90880556,-105.1171944,5673,9000,9,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BEMIDJI REGL,United States,KBJI,47.51072222,-94.93472222,1391,7004,1,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
WAYNE CO,United States,KBJJ,40.87483333,-81.88825,1136,5189,-7,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
STEPHENS CO,United States,KBKD,32.71875278,-98.89159722,1284,4997,7,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
BAKER CITY MUN,United States,KBKE,44.83733333,-117.8091389,3373,5085,16,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Low Pressure, High Pressure Bottle, Low Pressure Bottle","Major Airframe, Major Engine"
BUCKLEY AFB,United States,KBKF,39.70176667,-104.7519611,5663,11006,8,Military/non-civil,TRUE,"Mogas, JET B, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Major Airframe, Major Engine"
